Index,Text,Label
4525,I'm so grateful for everything!,1
4526,My heart skips a beat every time I see you.,2
4527,I can't stop shaking from fear.,4
4528,I'm so grateful for everything!,1
4529,I'm speechless from this surprise!,5
4530,This is my worst nightmare.,4
4531,What a shock!,5
4532,Today is an amazing day!,1
4533,Things never go my way.,0
4534,I can't believe this is happening!,3
4535,My heart skips a beat every time I see you.,2
4536,I wish I could escape this sadness.,0
4537,I can't believe this just happened!,5
4538,This is absolutely unacceptable!,3
4539,What a pleasant surprise!,5
4540,This is completely unexpected!,5
4541,I can't take this anymore!,3
4542,You complete me.,2
4543,I'm so scared right now.,4
4544,I can't stop shaking from fear.,4
4545,I can't stop shaking from fear.,4
4546,"I can't breathe, I'm so scared.",4
4547,Love is the best feeling.,2
4548,How can people be so inconsiderate?,3
4549,Feeling on top of the world!,1
4550,Love is the best feeling.,2
4551,"I can't breathe, I'm so scared.",4
4552,Feeling so down today.,0
4553,I never expected this outcome!,5
4554,Life is beautiful!,1
4555,How can people be so inconsiderate?,3
4556,"I can't breathe, I'm so scared.",4
4557,Totally caught off guard by this!,5
4558,What a shock!,5
4559,"I can't breathe, I'm so scared.",4
4560,I can't stop shaking from fear.,4
4561,How can people be so inconsiderate?,3
4562,I can't stop crying.,0
4563,Fear is taking over me.,4
4564,I'm feeling low.,0
4565,Falling in love all over again.,2
4566,People are just the worst sometimes!,3
4567,How can people be so inconsiderate?,3
4568,I can't take this anymore!,3
4569,Love makes everything better.,2
4570,Everything is just perfect.,1
4571,What a wonderful day!,1
4572,"Wow, I didn't see that coming!",5
4573,I'm frozen in fear.,4
4574,I love you more than words can say.,2
4575,I'm frozen in fear.,4
4576,Love is all we need.,2
4577,This is my worst nightmare.,4
4578,I'm so scared right now.,4
4579,Can't stop smiling today!,1
4580,This is terrifying!,4
4581,"Wow, I didn't see that coming!",5
4582,I can't believe this just happened!,5
4583,Fear is taking over me.,4
4584,My heart skips a beat every time I see you.,2
4585,This is completely unexpected!,5
4586,Life just feels so unfair right now.,0
4587,Life just feels so unfair right now.,0
4588,Today is an amazing day!,1
4589,This has blown my mind!,5
4590,My heart skips a beat every time I see you.,2
4591,My heart skips a beat every time I see you.,2
4592,I can't take this anymore!,3
4593,Love makes everything better.,2
4594,Things never go my way.,0
4595,I'm frozen in fear.,4
4596,All I feel is emptiness.,0
4597,I can't believe this just happened!,5
4598,I can't stop shaking from fear.,4
4599,I can't imagine life without you.,2
4600,How can people be so inconsiderate?,3
4601,"Wow, I didn't see that coming!",5
4602,I never expected this outcome!,5
4603,I'm so frustrated right now!,3
4604,What a wonderful day!,1
4605,I am so happy right now!,1
4606,I can't believe this just happened!,5
4607,Love makes everything better.,2
4608,Missing those happy times.,0
4609,This is infuriating!,3
4610,What a shock!,5
4611,I'm so grateful for everything!,1
4612,Life is beautiful!,1
4613,Things never go my way.,0
4614,What a pleasant surprise!,5
4615,The fear is overwhelming.,4
4616,This has blown my mind!,5
4617,Love is the best feeling.,2
4618,I can't stop shaking from fear.,4
4619,I'm so grateful for everything!,1
4620,Fear is taking over me.,4
4621,What a shock!,5
4622,So angry I could scream!,3
4623,You mean the world to me.,2
4624,This is terrifying!,4
4625,This is completely unexpected!,5
4626,Falling in love all over again.,2
4627,This is my worst nightmare.,4
4628,I'm so grateful for everything!,1
4629,I never expected this outcome!,5
4630,This is infuriating!,3
4631,Life is beautiful!,1
4632,This is terrifying!,4
4633,All I feel is emptiness.,0
4634,I can't stop shaking from fear.,4
4635,Happiness is all around!,1
4636,All I feel is emptiness.,0
4637,This is completely unexpected!,5
4638,This is beyond frustrating.,3
4639,Everything feels grey today.,0
4640,Happiness is all around!,1
4641,So angry I could scream!,3
4642,All I feel is emptiness.,0
4643,I'm about to explode with anger.,3
4644,How can people be so inconsiderate?,3
4645,Everything feels grey today.,0
4646,I can't believe this is happening!,3
4647,Why does fear control me like this?,4
4648,I'm speechless from this surprise!,5
4649,"I can't breathe, I'm so scared.",4
4650,I can't believe this just happened!,5
4651,I'm so scared right now.,4
4652,What a pleasant surprise!,5
4653,I'm so scared right now.,4
4654,This is beyond frustrating.,3
4655,"Wow, I didn't see that coming!",5
4656,Why does everything feel so hopeless?,0
4657,Falling in love all over again.,2
4658,I'm so grateful for everything!,1
4659,You complete me.,2
4660,Life just feels so unfair right now.,0
4661,What a wonderful day!,1
4662,Love is the best feeling.,2
4663,I'm frozen in fear.,4
4664,You complete me.,2
4665,I can't believe this just happened!,5
4666,Why does everything feel so hopeless?,0
4667,Totally caught off guard by this!,5
4668,Things never go my way.,0
4669,I can't stop crying.,0
4670,I can't imagine life without you.,2
4671,Falling in love all over again.,2
4672,Feeling on top of the world!,1
4673,I'm so scared right now.,4
4674,This is absolutely unacceptable!,3
4675,I'm so scared right now.,4
4676,This is infuriating!,3
4677,I'm frozen in fear.,4
4678,This is absolutely unacceptable!,3
4679,The fear is overwhelming.,4
4680,What a wonderful day!,1
4681,I am so happy right now!,1
4682,Love makes everything better.,2
4683,Totally caught off guard by this!,5
4684,Why does everything feel so hopeless?,0
4685,"I can't breathe, I'm so scared.",4
4686,I'm so frustrated right now!,3
4687,I am so happy right now!,1
4688,This has blown my mind!,5
4689,My heart is so full of love.,2
4690,I'm so scared right now.,4
4691,My heart skips a beat every time I see you.,2
4692,So angry I could scream!,3
4693,I can't take this anymore!,3
4694,People are just the worst sometimes!,3
4695,Why does fear control me like this?,4
4696,What a pleasant surprise!,5
4697,Missing those happy times.,0
4698,I'm so scared right now.,4
4699,Things never go my way.,0
4700,This is beyond frustrating.,3
4701,Surprised in the best way possible!,5
4702,I never expected this outcome!,5
4703,Life is beautiful!,1
4704,Missing those happy times.,0
4705,I wish I could escape this sadness.,0
4706,Why does everything feel so hopeless?,0
4707,I can't stop shaking from fear.,4
4708,This is absolutely unacceptable!,3
4709,This is beyond frustrating.,3
4710,Love is the best feeling.,2
4711,I can't believe this just happened!,5
4712,I'm so grateful for everything!,1
4713,Totally caught off guard by this!,5
4714,My heart is so full of love.,2
4715,Can't stop smiling today!,1
4716,I'm speechless from this surprise!,5
4717,Life just feels so unfair right now.,0
4718,I can't believe this just happened!,5
4719,Feeling on top of the world!,1
4720,How can people be so inconsiderate?,3
4721,I can't stop shaking from fear.,4
4722,I can't believe this is happening!,3
4723,This is beyond frustrating.,3
4724,This is terrifying!,4
4725,What a wonderful day!,1
4726,I can't take this anymore!,3
4727,"I don't know what to do, I'm so afraid.",4
4728,I wish I could escape this sadness.,0
4729,What a wonderful day!,1
4730,Surprised in the best way possible!,5
4731,Life is beautiful!,1
4732,I'm speechless from this surprise!,5
4733,What a wonderful day!,1
4734,All I feel is emptiness.,0
4735,"I can't breathe, I'm so scared.",4
4736,How can people be so inconsiderate?,3
4737,Why does everything feel so hopeless?,0
4738,Happiness is all around!,1
4739,Love is the best feeling.,2
4740,Love is all we need.,2
4741,"I can't breathe, I'm so scared.",4
4742,Life is beautiful!,1
4743,I wish I could escape this sadness.,0
4744,This is completely unexpected!,5
4745,This is terrifying!,4
4746,Surprised in the best way possible!,5
4747,Why does fear control me like this?,4
4748,All I feel is emptiness.,0
4749,People are just the worst sometimes!,3
4750,Surprised in the best way possible!,5
4751,Love makes everything better.,2
4752,People are just the worst sometimes!,3
4753,Feeling so down today.,0
4754,I'm so grateful for everything!,1
4755,Surprised in the best way possible!,5
4756,Everything is just perfect.,1
4757,How can people be so inconsiderate?,3
4758,This is completely unexpected!,5
4759,I'm speechless from this surprise!,5
4760,I'm speechless from this surprise!,5
4761,So angry I could scream!,3
4762,This has blown my mind!,5
4763,I can't believe this just happened!,5
4764,People are just the worst sometimes!,3
4765,What a shock!,5
4766,This is beyond frustrating.,3
4767,People are just the worst sometimes!,3
4768,Love is the best feeling.,2
4769,My heart skips a beat every time I see you.,2
4770,This is my worst nightmare.,4
4771,Life is beautiful!,1
4772,I'm so scared right now.,4
4773,All I feel is emptiness.,0
4774,I'm speechless from this surprise!,5
4775,I never expected this outcome!,5
4776,I'm so scared right now.,4
4777,This has blown my mind!,5
4778,I'm so grateful for everything!,1
4779,All I feel is emptiness.,0
4780,I never expected this outcome!,5
4781,I'm so frustrated right now!,3
4782,This is terrifying!,4
4783,I'm so scared right now.,4
4784,Falling in love all over again.,2
4785,Feeling on top of the world!,1
4786,This is absolutely unacceptable!,3
4787,I can't believe this just happened!,5
4788,"I don't know what to do, I'm so afraid.",4
4789,I can't take this anymore!,3
4790,Life just feels so unfair right now.,0
4791,I'm so scared right now.,4
4792,Life is beautiful!,1
4793,I wish I could escape this sadness.,0
4794,You mean the world to me.,2
4795,I love you more than words can say.,2
4796,This is absolutely unacceptable!,3
4797,I'm so scared right now.,4
4798,What a pleasant surprise!,5
4799,I can't believe this just happened!,5
4800,"I don't know what to do, I'm so afraid.",4
4801,I can't imagine life without you.,2
4802,You complete me.,2
4803,I'm so scared right now.,4
4804,I never expected this outcome!,5
4805,What a wonderful day!,1
4806,I can't imagine life without you.,2
4807,Totally caught off guard by this!,5
4808,I feel blessed!,1
4809,I'm speechless from this surprise!,5
4810,I'm so scared right now.,4
4811,Feeling so down today.,0
4812,This is beyond frustrating.,3
4813,Can't stop smiling today!,1
4814,Life is beautiful!,1
4815,What a pleasant surprise!,5
4816,My heart skips a beat every time I see you.,2
4817,Fear is taking over me.,4
4818,This is infuriating!,3
4819,What a pleasant surprise!,5
4820,I'm so grateful for everything!,1
4821,I'm about to explode with anger.,3
4822,People are just the worst sometimes!,3
4823,I love you more than words can say.,2
4824,Surprised in the best way possible!,5
4825,Everything is just perfect.,1
4826,This is completely unexpected!,5
4827,The fear is overwhelming.,4
4828,"I don't know what to do, I'm so afraid.",4
4829,I can't believe this is happening!,3
4830,Feeling on top of the world!,1
4831,This is absolutely unacceptable!,3
4832,Everything is just perfect.,1
4833,My heart skips a beat every time I see you.,2
4834,All I feel is emptiness.,0
4835,Why does everything feel so hopeless?,0
4836,I can't take this anymore!,3
4837,Everything feels grey today.,0
4838,Feeling so down today.,0
4839,Feeling on top of the world!,1
4840,"I don't know what to do, I'm so afraid.",4
4841,I can't believe this just happened!,5
4842,I'm speechless from this surprise!,5
4843,My heart is so full of love.,2
4844,You mean the world to me.,2
4845,I'm so frustrated right now!,3
4846,"I can't breathe, I'm so scared.",4
4847,This has blown my mind!,5
4848,I can't believe this just happened!,5
4849,Love is all we need.,2
4850,I can't imagine life without you.,2
4851,Love makes everything better.,2
4852,So angry I could scream!,3
4853,Love makes everything better.,2
4854,Love is the best feeling.,2
4855,Why does fear control me like this?,4
4856,I'm so grateful for everything!,1
4857,I can't stop shaking from fear.,4
4858,My heart is so full of love.,2
4859,This is infuriating!,3
4860,Love is all we need.,2
4861,Why does fear control me like this?,4
4862,Why does everything feel so hopeless?,0
4863,How can people be so inconsiderate?,3
4864,"Wow, I didn't see that coming!",5
4865,Feeling so down today.,0
4866,This is completely unexpected!,5
4867,Can't stop smiling today!,1
4868,I can't stop shaking from fear.,4
4869,"I don't know what to do, I'm so afraid.",4
4870,This is my worst nightmare.,4
4871,Life just feels so unfair right now.,0
4872,I'm so frustrated right now!,3
4873,Everything feels grey today.,0
4874,Why does everything feel so hopeless?,0
4875,This is beyond frustrating.,3
4876,Fear is taking over me.,4
4877,Fear is taking over me.,4
4878,I never expected this outcome!,5
4879,So angry I could scream!,3
4880,This is completely unexpected!,5
4881,This is completely unexpected!,5
4882,I can't take this anymore!,3
4883,I'm so scared right now.,4
4884,"I can't breathe, I'm so scared.",4
4885,I'm so frustrated right now!,3
4886,I'm frozen in fear.,4
4887,Everything feels grey today.,0
4888,I love you more than words can say.,2
4889,I wish I could escape this sadness.,0
4890,I feel blessed!,1
4891,Feeling on top of the world!,1
4892,Life is beautiful!,1
4893,This is my worst nightmare.,4
4894,Feeling on top of the world!,1
4895,Life is beautiful!,1
4896,Love makes everything better.,2
4897,This is absolutely unacceptable!,3
4898,I'm so frustrated right now!,3
4899,Falling in love all over again.,2
4900,What a shock!,5
4901,This is beyond frustrating.,3
4902,Falling in love all over again.,2
4903,This is terrifying!,4
4904,I never expected this outcome!,5
4905,Everything feels grey today.,0
4906,Life just feels so unfair right now.,0
4907,Why does fear control me like this?,4
4908,How can people be so inconsiderate?,3
4909,Totally caught off guard by this!,5
4910,Surprised in the best way possible!,5
4911,Love makes everything better.,2
4912,Feeling so down today.,0
4913,Feeling so down today.,0
4914,How can people be so inconsiderate?,3
4915,I never expected this outcome!,5
4916,I can't believe this just happened!,5
4917,What a shock!,5
4918,This is beyond frustrating.,3
4919,My heart skips a beat every time I see you.,2
4920,I'm feeling low.,0
4921,Happiness is all around!,1
4922,Love makes everything better.,2
4923,I can't believe this is happening!,3
4924,I wish I could escape this sadness.,0
4925,Love makes everything better.,2
4926,I feel blessed!,1
4927,This is beyond frustrating.,3
4928,I can't stop crying.,0
4929,Love makes everything better.,2
4930,I am so happy right now!,1
4931,Falling in love all over again.,2
4932,I feel blessed!,1
4933,I love you more than words can say.,2
4934,Life just feels so unfair right now.,0
4935,I wish I could escape this sadness.,0
4936,I'm so grateful for everything!,1
4937,I never expected this outcome!,5
4938,I'm feeling low.,0
4939,I love you more than words can say.,2
4940,People are just the worst sometimes!,3
4941,Totally caught off guard by this!,5
4942,Can't stop smiling today!,1
4943,"I don't know what to do, I'm so afraid.",4
4944,I can't stop crying.,0
4945,Happiness is all around!,1
4946,This is absolutely unacceptable!,3
4947,Love is all we need.,2
4948,Love is the best feeling.,2
4949,Life is beautiful!,1
4950,You mean the world to me.,2
4951,The fear is overwhelming.,4
4952,Everything feels grey today.,0
4953,I can't believe this is happening!,3
4954,Everything is just perfect.,1
4955,I can't imagine life without you.,2
4956,Happiness is all around!,1
4957,I can't believe this just happened!,5
4958,What a pleasant surprise!,5
4959,You complete me.,2
4960,Love makes everything better.,2
4961,Love makes everything better.,2
4962,This is infuriating!,3
4963,Everything is just perfect.,1
4964,Everything is just perfect.,1
4965,What a shock!,5
4966,"I don't know what to do, I'm so afraid.",4
4967,My heart skips a beat every time I see you.,2
4968,How can people be so inconsiderate?,3
4969,Surprised in the best way possible!,5
4970,Life is beautiful!,1
4971,Things never go my way.,0
4972,Feeling on top of the world!,1
4973,Things never go my way.,0
4974,Love makes everything better.,2
4975,Falling in love all over again.,2
4976,I'm about to explode with anger.,3
4977,Falling in love all over again.,2
4978,My heart skips a beat every time I see you.,2
4979,I can't stop shaking from fear.,4
4980,Happiness is all around!,1
4981,Happiness is all around!,1
4982,My heart skips a beat every time I see you.,2
4983,All I feel is emptiness.,0
4984,"I can't breathe, I'm so scared.",4
4985,Feeling so down today.,0
4986,What a wonderful day!,1
4987,Today is an amazing day!,1
4988,What a shock!,5
4989,How can people be so inconsiderate?,3
4990,Life is beautiful!,1
4991,I'm so frustrated right now!,3
4992,My heart is so full of love.,2
4993,How can people be so inconsiderate?,3
4994,Feeling so down today.,0
4995,I can't imagine life without you.,2
4996,Why does fear control me like this?,4
4997,What a shock!,5
4998,So angry I could scream!,3
4999,I feel blessed!,1
